,Survived,Pclass,SibSp,Parch,Fare,sex,Age,Embarked
624,0,3,0,0,16.1,0,21.0,0
625,0,1,0,0,32.3208,0,61.0,0
626,0,2,0,0,12.35,0,57.0,2
627,1,1,0,0,77.9583,1,21.0,0
628,0,3,0,0,7.8958,0,26.0,0
629,0,3,0,0,7.7333,0,28.0,2
630,1,1,0,0,30.0,0,80.0,0
631,0,3,0,0,7.0542,0,51.0,0
632,1,1,0,0,30.5,0,32.0,1
633,0,1,0,0,0.0,0,28.0,0
634,0,3,3,2,27.9,1,9.0,0
635,1,2,0,0,13.0,1,28.0,0
636,0,3,0,0,7.925,0,32.0,0
637,0,2,1,1,26.25,0,31.0,0
638,0,3,0,5,39.6875,1,41.0,0
639,0,3,1,0,16.1,0,28.0,0
640,0,3,0,0,7.8542,0,20.0,0
641,1,1,0,0,69.3,1,24.0,1
642,0,3,3,2,27.9,1,2.0,0
643,1,3,0,0,56.4958,0,28.0,0
644,1,3,2,1,19.2583,1,0.75,1
645,1,1,1,0,76.7292,0,48.0,1
646,0,3,0,0,7.8958,0,19.0,0
647,1,1,0,0,35.5,0,56.0,1
648,0,3,0,0,7.55,0,28.0,0
649,1,3,0,0,7.55,1,23.0,0
650,0,3,0,0,7.8958,0,28.0,0
651,1,2,0,1,23.0,1,18.0,0
652,0,3,0,0,8.4333,0,21.0,0
653,1,3,0,0,7.8292,1,28.0,2
654,0,3,0,0,6.75,1,18.0,2
655,0,2,2,0,73.5,0,24.0,0
656,0,3,0,0,7.8958,0,28.0,0
657,0,3,1,1,15.5,1,32.0,2
658,0,2,0,0,13.0,0,23.0,0
659,0,1,0,2,113.275,0,58.0,1
660,1,1,2,0,133.65,0,50.0,0
661,0,3,0,0,7.225,0,40.0,1
662,0,1,0,0,25.5875,0,47.0,0
663,0,3,0,0,7.4958,0,36.0,0
664,1,3,1,0,7.925,0,20.0,0
665,0,2,2,0,73.5,0,32.0,0
666,0,2,0,0,13.0,0,25.0,0
667,0,3,0,0,7.775,0,28.0,0
668,0,3,0,0,8.05,0,43.0,0
669,1,1,1,0,52.0,1,28.0,0
670,1,2,1,1,39.0,1,40.0,0
671,0,1,1,0,52.0,0,31.0,0
672,0,2,0,0,10.5,0,70.0,0
673,1,2,0,0,13.0,0,31.0,0
674,0,2,0,0,0.0,0,28.0,0
675,0,3,0,0,7.775,0,18.0,0
676,0,3,0,0,8.05,0,24.5,0
677,1,3,0,0,9.8417,1,18.0,0
678,0,3,1,6,46.9,1,43.0,0
679,1,1,0,1,512.3292,0,36.0,1
680,0,3,0,0,8.1375,1,28.0,2
681,1,1,0,0,76.7292,0,27.0,1
682,0,3,0,0,9.225,0,20.0,0
683,0,3,5,2,46.9,0,14.0,0
684,0,2,1,1,39.0,0,60.0,0
685,0,2,1,2,41.5792,0,25.0,1
686,0,3,4,1,39.6875,0,14.0,0
687,0,3,0,0,10.1708,0,19.0,0
688,0,3,0,0,7.7958,0,18.0,0
689,1,1,0,1,211.3375,1,15.0,0
690,1,1,1,0,57.0,0,31.0,0
691,1,3,0,1,13.4167,1,4.0,1
692,1,3,0,0,56.4958,0,28.0,0
693,0,3,0,0,7.225,0,25.0,1
694,0,1,0,0,26.55,0,60.0,0
695,0,2,0,0,13.5,0,52.0,0
696,0,3,0,0,8.05,0,44.0,0
697,1,3,0,0,7.7333,1,28.0,2
698,0,1,1,1,110.8833,0,49.0,1
699,0,3,0,0,7.65,0,42.0,0
700,1,1,1,0,227.525,1,18.0,1
701,1,1,0,0,26.2875,0,35.0,0
702,0,3,0,1,14.4542,1,18.0,1
703,0,3,0,0,7.7417,0,25.0,2
704,0,3,1,0,7.8542,0,26.0,0
705,0,2,0,0,26.0,0,39.0,0
706,1,2,0,0,13.5,1,45.0,0
707,1,1,0,0,26.2875,0,42.0,0
708,1,1,0,0,151.55,1,22.0,0
709,1,3,1,1,15.2458,0,28.0,1
710,1,1,0,0,49.5042,1,24.0,1
711,0,1,0,0,26.55,0,28.0,0
712,1,1,1,0,52.0,0,48.0,0
713,0,3,0,0,9.4833,0,29.0,0
714,0,2,0,0,13.0,0,52.0,0
715,0,3,0,0,7.65,0,19.0,0
716,1,1,0,0,227.525,1,38.0,1
717,1,2,0,0,10.5,1,27.0,0
718,0,3,0,0,15.5,0,28.0,2
719,0,3,0,0,7.775,0,33.0,0
720,1,2,0,1,33.0,1,6.0,0
721,0,3,1,0,7.0542,0,17.0,0
722,0,2,0,0,13.0,0,34.0,0
723,0,2,0,0,13.0,0,50.0,0
724,1,1,1,0,53.1,0,27.0,0
725,0,3,0,0,8.6625,0,20.0,0
726,1,2,3,0,21.0,1,30.0,0
727,1,3,0,0,7.7375,1,28.0,2
728,0,2,1,0,26.0,0,25.0,0
729,0,3,1,0,7.925,1,25.0,0
730,1,1,0,0,211.3375,1,29.0,0
731,0,3,0,0,18.7875,0,11.0,1
732,0,2,0,0,0.0,0,28.0,0
733,0,2,0,0,13.0,0,23.0,0
734,0,2,0,0,13.0,0,23.0,0
735,0,3,0,0,16.1,0,28.5,0
736,0,3,1,3,34.375,1,48.0,0
737,1,1,0,0,512.3292,0,35.0,1
738,0,3,0,0,7.8958,0,28.0,0
739,0,3,0,0,7.8958,0,28.0,0
740,1,1,0,0,30.0,0,28.0,0
741,0,1,1,0,78.85,0,36.0,0
742,1,1,2,2,262.375,1,21.0,1
743,0,3,1,0,16.1,0,24.0,0
744,1,3,0,0,7.925,0,31.0,0
745,0,1,1,1,71.0,0,70.0,0
746,0,3,1,1,20.25,0,16.0,0
747,1,2,0,0,13.0,1,30.0,0
748,0,1,1,0,53.1,0,19.0,0
749,0,3,0,0,7.75,0,31.0,2
750,1,2,1,1,23.0,1,4.0,0
751,1,3,0,1,12.475,0,6.0,0
752,0,3,0,0,9.5,0,33.0,0
753,0,3,0,0,7.8958,0,23.0,0
754,1,2,1,2,65.0,1,48.0,0
755,1,2,1,1,14.5,0,0.67,0
756,0,3,0,0,7.7958,0,28.0,0
757,0,2,0,0,11.5,0,18.0,0
758,0,3,0,0,8.05,0,34.0,0
759,1,1,0,0,86.5,1,33.0,0
760,0,3,0,0,14.5,0,28.0,0
761,0,3,0,0,7.125,0,41.0,0
762,1,3,0,0,7.2292,0,20.0,1
763,1,1,1,2,120.0,1,36.0,0
764,0,3,0,0,7.775,0,16.0,0
765,1,1,1,0,77.9583,1,51.0,0
766,0,1,0,0,39.6,0,28.0,1
767,0,3,0,0,7.75,1,30.5,2
768,0,3,1,0,24.15,0,28.0,2
769,0,3,0,0,8.3625,0,32.0,0
770,0,3,0,0,9.5,0,24.0,0
771,0,3,0,0,7.8542,0,48.0,0
772,0,2,0,0,10.5,1,57.0,0
773,0,3,0,0,7.225,0,28.0,1
774,1,2,1,3,23.0,1,54.0,0
775,0,3,0,0,7.75,0,18.0,0
776,0,3,0,0,7.75,0,28.0,2
777,1,3,0,0,12.475,1,5.0,0
778,0,3,0,0,7.7375,0,28.0,2
779,1,1,0,1,211.3375,1,43.0,0
780,1,3,0,0,7.2292,1,13.0,1
781,1,1,1,0,57.0,1,17.0,0
782,0,1,0,0,30.0,0,29.0,0
783,0,3,1,2,23.45,0,28.0,0
784,0,3,0,0,7.05,0,25.0,0
785,0,3,0,0,7.25,0,25.0,0
786,1,3,0,0,7.4958,1,18.0,0
787,0,3,4,1,29.125,0,8.0,2
788,1,3,1,2,20.575,0,1.0,0
789,0,1,0,0,79.2,0,46.0,1
790,0,3,0,0,7.75,0,28.0,2
791,0,2,0,0,26.0,0,16.0,0
792,0,3,8,2,69.55,1,28.0,0
793,0,1,0,0,30.6958,0,28.0,1
794,0,3,0,0,7.8958,0,25.0,0
795,0,2,0,0,13.0,0,39.0,0
796,1,1,0,0,25.9292,1,49.0,0
797,1,3,0,0,8.6833,1,31.0,0
798,0,3,0,0,7.2292,0,30.0,1
799,0,3,1,1,24.15,1,30.0,0
800,0,2,0,0,13.0,0,34.0,0
801,1,2,1,1,26.25,1,31.0,0
802,1,1,1,2,120.0,0,11.0,0
803,1,3,0,1,8.5167,0,0.42,1
804,1,3,0,0,6.975,0,27.0,0
805,0,3,0,0,7.775,0,31.0,0
806,0,1,0,0,0.0,0,39.0,0
807,0,3,0,0,7.775,1,18.0,0
808,0,2,0,0,13.0,0,39.0,0
809,1,1,1,0,53.1,1,33.0,0
810,0,3,0,0,7.8875,0,26.0,0
811,0,3,0,0,24.15,0,39.0,0
812,0,2,0,0,10.5,0,35.0,0
813,0,3,4,2,31.275,1,6.0,0
814,0,3,0,0,8.05,0,30.5,0
815,0,1,0,0,0.0,0,28.0,0
816,0,3,0,0,7.925,1,23.0,0
817,0,2,1,1,37.0042,0,31.0,1
818,0,3,0,0,6.45,0,43.0,0
819,0,3,3,2,27.9,0,10.0,0
820,1,1,1,1,93.5,1,52.0,0
821,1,3,0,0,8.6625,0,27.0,0
822,0,1,0,0,0.0,0,38.0,0
823,1,3,0,1,12.475,1,27.0,0
824,0,3,4,1,39.6875,0,2.0,0
825,0,3,0,0,6.95,0,28.0,2
826,0,3,0,0,56.4958,0,28.0,0
827,1,2,0,2,37.0042,0,1.0,1
828,1,3,0,0,7.75,0,28.0,2
829,1,1,0,0,80.0,1,62.0,0
830,1,3,1,0,14.4542,1,15.0,1
831,1,2,1,1,18.75,0,0.83,0
832,0,3,0,0,7.2292,0,28.0,1
833,0,3,0,0,7.8542,0,23.0,0
834,0,3,0,0,8.3,0,18.0,0
835,1,1,1,1,83.1583,1,39.0,1
836,0,3,0,0,8.6625,0,21.0,0
837,0,3,0,0,8.05,0,28.0,0
838,1,3,0,0,56.4958,0,32.0,0
839,1,1,0,0,29.7,0,28.0,1
840,0,3,0,0,7.925,0,20.0,0
841,0,2,0,0,10.5,0,16.0,0
842,1,1,0,0,31.0,1,30.0,1
843,0,3,0,0,6.4375,0,34.5,1
844,0,3,0,0,8.6625,0,17.0,0
845,0,3,0,0,7.55,0,42.0,0
846,0,3,8,2,69.55,0,28.0,0
847,0,3,0,0,7.8958,0,35.0,1
848,0,2,0,1,33.0,0,28.0,0
849,1,1,1,0,89.1042,1,28.0,1
850,0,3,4,2,31.275,0,4.0,0
851,0,3,0,0,7.775,0,74.0,0
852,0,3,1,1,15.2458,1,9.0,1
853,1,1,0,1,39.4,1,16.0,0
854,0,2,1,0,26.0,1,44.0,0
855,1,3,0,1,9.35,1,18.0,0
856,1,1,1,1,164.8667,1,45.0,0
857,1,1,0,0,26.55,0,51.0,0
858,1,3,0,3,19.2583,1,24.0,1
859,0,3,0,0,7.2292,0,28.0,1
860,0,3,2,0,14.1083,0,41.0,0
861,0,2,1,0,11.5,0,21.0,0
862,1,1,0,0,25.9292,1,48.0,0
863,0,3,8,2,69.55,1,28.0,0
864,0,2,0,0,13.0,0,24.0,0
865,1,2,0,0,13.0,1,42.0,0
866,1,2,1,0,13.8583,1,27.0,1
867,0,1,0,0,50.4958,0,31.0,0
868,0,3,0,0,9.5,0,28.0,0
869,1,3,1,1,11.1333,0,4.0,0
870,0,3,0,0,7.8958,0,26.0,0
871,1,1,1,1,52.5542,1,47.0,0
872,0,1,0,0,5.0,0,33.0,0
873,0,3,0,0,9.0,0,47.0,0
874,1,2,1,0,24.0,1,28.0,1
875,1,3,0,0,7.225,1,15.0,1
876,0,3,0,0,9.8458,0,20.0,0
877,0,3,0,0,7.8958,0,19.0,0
878,0,3,0,0,7.8958,0,28.0,0
879,1,1,0,1,83.1583,1,56.0,1
880,1,2,0,1,26.0,1,25.0,0
881,0,3,0,0,7.8958,0,33.0,0
882,0,3,0,0,10.5167,1,22.0,0
883,0,2,0,0,10.5,0,28.0,0
884,0,3,0,0,7.05,0,25.0,0
885,0,3,0,5,29.125,1,39.0,2
886,0,2,0,0,13.0,0,27.0,0
887,1,1,0,0,30.0,1,19.0,0
888,0,3,1,2,23.45,1,28.0,0
889,1,1,0,0,30.0,0,26.0,1
890,0,3,0,0,7.75,0,32.0,2
